"Gene_Name" "Gene_ID"
"2469" "BFR2-PRO1" "YDR299W-YDR300C"
"2470" "GPI11" "YDR302W"
"2471" "PRO1-CFT1" "YDR300C-YDR301W"
"2472" "RSC3" "YDR303C"
"2473" "CPR5" "YDR304C"
"2474" "CFT1-GPI11" "YDR301W-YDR302W"
"2475" "HNT2" "YDR305C"
"2476" "GPI11-RSC3" "YDR302W-YDR303C"
"2477" "YDR306C" "YDR306C"
"2478" "tV(CAC)D" "tV(CAC)D"
"2479" "PMT7" "YDR307W"
"2480" "RSC3-CPR5" "YDR303C-YDR304C"
"2481" "CPR5-HNT2" "YDR304C-YDR305C"
"2482" "SRB7" "YDR308C"
"2483" "HNT2-YDR306C" "YDR305C-YDR306C"
"2484" "GIC2" "YDR309C"
"2485" "YDR306C-tV(CAC)D" "YDR306C-tV(CAC)D"
"2486" "tV(CAC)D-PMT7" "tV(CAC)D-YDR307W"
"2487" "SUM1" "YDR310C"
"2488" "PMT7-SRB7" "YDR307W-YDR308C"
"2489" "SRB7-GIC2" "YDR308C-YDR309C"
"2490" "TFB1" "YDR311W"
"2491" "GIC2-SUM1" "YDR309C-YDR310C"
"2492" "SSF2" "YDR312W"
"2493" "PIB1" "YDR313C"
"2494" "SUM1-TFB1" "YDR310C-YDR311W"
"2495" "RAD34" "YDR314C"
"2496" "TFB1-SSF2" "YDR311W-YDR312W"
"2497" "IPK1" "YDR315C"
"2498" "OMS1" "YDR316W"
"2499" "SSF2-PIB1" "YDR312W-YDR313C"
"2500" "PIB1-RAD34" "YDR313C-YDR314C"
"2501" "tF(GAA)D" "tF(GAA)D"
"2502" "YDR316W-A" "YDR316W-A"
"2503" "YDR316W-B" "YDR316W-B"
"2504" "RAD34-IPK1" "YDR314C-YDR315C"
"2505" "IPK1-OMS1" "YDR315C-YDR316W"
"2506" "OMS1-tF(GAA)D" "YDR316W-tF(GAA)D"
"2507" "tF(GAA)D-YDR316W-A" "tF(GAA)D-YDR316W-A"
"2508" "HIM1" "YDR317W"
"2509" "MCM21" "YDR318W"
"2510" "YFT2" "YDR319C"
"2511" "SWA2" "YDR320C"
"2512" "YDR316W-B-HIM1" "YDR316W-B-YDR317W"
"2513" "DAD4" "YDR320C-A"
"2514" "HIM1-MCM21" "YDR317W-YDR318W"
"2515" "YDR320W-B" "YDR320W-B"
"2516" "ASP1" "YDR321W"
"2517" "MCM21-YFT2" "YDR318W-YDR319C"
"2518" "MRPL35" "YDR322W"
"2519" "YFT2-SWA2" "YDR319C-YDR320C"
"2520" "TIM11" "YDR322C-A"
"2521" "PEP7" "YDR323C"
"2522" "SWA2-DAD4" "YDR320C-YDR320C-A"
"2523" "YDR320W-B-ASP1" "YDR320W-B-YDR321W"
"2524" "UTP4" "YDR324C"
"2525" "ASP1-MRPL35" "YDR321W-YDR322W"
"2526" "MRPL35-TIM11" "YDR322W-YDR322C-A"
"2527" "YCG1" "YDR325W"
"2528" "PEP7-UTP4" "YDR323C-YDR324C"
"2529" "YSP2" "YDR326C"
"2530" "UTP4-YCG1" "YDR324C-YDR325W"
"2531" "YDR327W" "YDR327W"
"2532" "YCG1-YSP2" "YDR325W-YDR326C"
"2533" "SKP1" "YDR328C"
"2534" "PEX3" "YDR329C"
"2535" "UBX5" "YDR330W"
"2536" "GPI8" "YDR331W"
"2537" "YSP2-YDR327W" "YDR326C-YDR327W"
"2538" "IRC3" "YDR332W"
"2539" "SKP1-PEX3" "YDR328C-YDR329C"
"2540" "PEX3-UBX5" "YDR329C-YDR330W"
"2541" "RQC1" "YDR333C"
"2542" "SWR1" "YDR334W"
"2543" "IRC3-RQC1" "YDR332W-YDR333C"
"2544" "RQC1-SWR1" "YDR333C-YDR334W"
"2545" "MSN5" "YDR335W"
"2546" "YDR336W" "YDR336W"
"2547" "SWR1-MSN5" "YDR334W-YDR335W"
"2548" "MRPS28" "YDR337W"
"2549" "YDR338C" "YDR338C"
"2550" "FCF1" "YDR339C"
"2551" "YDR340W" "YDR340W"
"2552" "tX(XXX)D" "tX(XXX)D"
"2553" "YDR341C" "YDR341C"
"2554" "MRPS28-YDR338C" "YDR337W-YDR338C"
"2555" "HXT7" "YDR342C"
"2556" "YDR338C-FCF1" "YDR338C-YDR339C"
"2557" "FCF1-tX(XXX)D" "YDR339C-tX(XXX)D"
"2558" "YDR340W-YDR341C" "YDR340W-YDR341C"
"2559" "YDR341C-HXT7" "YDR341C-YDR342C"
"2560" "HXT6" "YDR343C"
"2561" "HXT7-HXT6" "YDR342C-YDR343C"
"2562" "YDR344C" "YDR344C"
"2563" "HXT3" "YDR345C"
"2564" "HXT6-YDR344C" "YDR343C-YDR344C"
"2565" "SVF1" "YDR346C"
"2566" "YDR344C-HXT3" "YDR344C-YDR345C"
"2567" "MRP1" "YDR347W"
"2568" "HXT3-SVF1" "YDR345C-YDR346C"
"2569" "PAL1" "YDR348C"
"2570" "YPS7" "YDR349C"
"2571" "SVF1-MRP1" "YDR346C-YDR347W"
"2572" "MRP1-PAL1" "YDR347W-YDR348C"
"2573" "EMT1" "tM(CAU)D"
"2574" "ATP22" "YDR350C"
"2575" "PAL1-YPS7" "YDR348C-YDR349C"
"2576" "SBE2" "YDR351W"
"2577" "YPS7-EMT1" "YDR349C-tM(CAU)D"
"2578" "EMT1-ATP22" "tM(CAU)D-YDR350C"
"2579" "YPQ2" "YDR352W"
"2580" "ATP22-SBE2" "YDR350C-YDR351W"
"2581" "TRR1" "YDR353W"
"2582" "TRP4" "YDR354W"
"2583" "YDR354C-A" "YDR354C-A"
"2584" "SPC110" "YDR356W"
"2585" "YDR355C" "YDR355C"
"2586" "SBE2-YPQ2" "YDR351W-YDR352W"
"2587" "YPQ2-TRR1" "YDR352W-YDR353W"
"2588" "CNL1" "YDR357C"
"2589" "TRR1-TRP4" "YDR353W-YDR354W"
"2590" "GGA1" "YDR358W"
"2591" "TRP4-YDR355C" "YDR354W-YDR355C"
"2592" "EAF1" "YDR359C"
"2593" "SPC110-CNL1" "YDR356W-YDR357C"
"2594" "OPI7" "YDR360W"
"2595" "CNL1-GGA1" "YDR357C-YDR358W"
"2596" "BCP1" "YDR361C"
"2597" "TFC6" "YDR362C"
"2598" "GGA1-EAF1" "YDR358W-YDR359C"
"2599" "ESC2" "YDR363W"
"2600" "OPI7-BCP1" "YDR360W-YDR361C"
"2601" "BCP1-TFC6" "YDR361C-YDR362C"
"2602" "tK(CUU)D1" "tK(CUU)D1"
"2603" "SEM1" "YDR363W-A"
"2604" "CDC40" "YDR364C"
"2605" "TFC6-ESC2" "YDR362C-YDR363W"
"2606" "ESF1" "YDR365C"
"2607" "ESC2-tK(CUU)D1" "YDR363W-tK(CUU)D1"
"2608" "tK(CUU)D1-SEM1" "tK(CUU)D1-YDR363W-A"
"2609" "YDR365W-A" "YDR365W-A"
"2610" "YDR365W-B" "YDR365W-B"
"2611" "SEM1-CDC40" "YDR363W-A-YDR364C"
"2612" "CDC40-ESF1" "YDR364C-YDR365C"
"2613" "ESF1-YDR365W-A" "YDR365C-YDR365W-A"
"2614" "YDR366C" "YDR366C"
"2615" "KEI1" "YDR367W"
"2616" "YPR1" "YDR368W"
"2617" "XRS2" "YDR369C"
"2618" "DXO1" "YDR370C"
"2619" "KEI1-YPR1" "YDR367W-YDR368W"
"2620" "CTS2" "YDR371W"
"2621" "YDR371C-A" "YDR371C-A"
"2622" "YPR1-XRS2" "YDR368W-YDR369C"
"2623" "VPS74" "YDR372C"
"2624" "FRQ1" "YDR373W"
"2625" "PHO92" "YDR374C"
"2626" "WIP1" "YDR374W-A"
"2627" "BCS1" "YDR375C"
"2628" "CTS2-VPS74" "YDR371W-YDR372C"
"2629" "ARH1" "YDR376W"
"2630" "VPS74-FRQ1" "YDR372C-YDR373W"
"2631" "FRQ1-PHO92" "YDR373W-YDR374C"
"2632" "ATP17" "YDR377W"
"2633" "LSM6" "YDR378C"
"2634" "PHO92-WIP1" "YDR374C-YDR374W-A"
"2635" "WIP1-BCS1" "YDR374W-A-YDR375C"
"2636" "RGA2" "YDR379W"
"2637" "SDH6" "YDR379C-A"
"2638" "ARH1-ATP17" "YDR376W-YDR377W"
"2639" "ATP17-LSM6" "YDR377W-YDR378C"
"2640" "ARO10" "YDR380W"
"2641" "LSM6-RGA2" "YDR378C-YDR379W"
"2642" "YRA1" "YDR381W"
"2643" "YDR381C-A" "YDR381C-A"
"2644" "SDH6-ARO10" "YDR379C-A-YDR380W"
"2645" "RPP2B" "YDR382W"
"2646" "NKP1" "YDR383C"
"2647" "ARO10-YRA1" "YDR380W-YDR381W"
"2648" "ATO3" "YDR384C"
"2649" "YRA1-YDR381C-A" "YDR381W-YDR381C-A"
"2650" "EFT2" "YDR385W"
"2651" "YDR381C-A-RPP2B" "YDR381C-A-YDR382W"
"2652" "NKP1-ATO3" "YDR383C-YDR384C"
"2653" "MUS81" "YDR386W"
"2654" "ATO3-EFT2" "YDR384C-YDR385W"
"2655" "RVS167" "YDR388W"
"2656" "YDR387C" "YDR387C"
"2657" "EFT2-MUS81" "YDR385W-YDR386W"
"2658" "SAC7" "YDR389W"
"2659" "MUS81-YDR387C" "YDR386W-YDR387C"
"2660" "UBA2" "YDR390C"
"2661" "YDR387C-RVS167" "YDR387C-YDR388W"
"2662" "RVS167-SAC7" "YDR388W-YDR389W"
"2663" "SUF3" "tG(CCC)D"
"2664" "YDR391C" "YDR391C"
"2665" "SPT3" "YDR392W"
"2666" "SAC7-UBA2" "YDR389W-YDR390C"
"2667" "SHE9" "YDR393W"
"2668" "RPT3" "YDR394W"
"2669" "UBA2-SUF3" "YDR390C-tG(CCC)D"
"2670" "SUF3-YDR391C" "tG(CCC)D-YDR391C"
"2671" "YDR391C-SPT3" "YDR391C-YDR392W"
"2672" "SXM1" "YDR395W"
"2673" "YDR396W" "YDR396W"
"2674" "NCB2" "YDR397C"
"2675" "SHE9-RPT3" "YDR393W-YDR394W"
"2676" "UTP5" "YDR398W"
"2677" "RPT3-SXM1" "YDR394W-YDR395W"
"2678" "HPT1" "YDR399W"
"2679" "URH1" "YDR400W"
"2680" "NCB2-UTP5" "YDR397C-YDR398W"
"2681" "YDR401W" "YDR401W"
"2682" "DIT2" "YDR402C"
"2683" "UTP5-HPT1" "YDR398W-YDR399W"
"2684" "DIT1" "YDR403W"
"2685" "HPT1-URH1" "YDR399W-YDR400W"
"2686" "RPB7" "YDR404C"
"2687" "URH1-YDR401W" "YDR400W-YDR401W"
"2688" "MRP20" "YDR405W"
"2689" "DIT2-DIT1" "YDR402C-YDR403W"
"2690" "PDR15" "YDR406W"
"2691" "DIT1-RPB7" "YDR403W-YDR404C"
"2692" "RPB7-MRP20" "YDR404C-YDR405W"
"2693" "MRP20-PDR15" "YDR405W-YDR406W"
"2694" "YDR406W-A" "YDR406W-A"
"2695" "TRS120" "YDR407C"
"2696" "ADE8" "YDR408C"
"2697" "SIZ1" "YDR409W"
"2698" "STE14" "YDR410C"
"2699" "TRS120-ADE8" "YDR407C-YDR408C"
"2700" "DFM1" "YDR411C"
"2701" "ADE8-SIZ1" "YDR408C-YDR409W"
"2702" "RRP17" "YDR412W"
"2703" "YDR413C" "YDR413C"
"2704" "ERD1" "YDR414C"
"2705" "YDR415C" "YDR415C"
"2706" "SIZ1-STE14" "YDR409W-YDR410C"
"2707" "STE14-DFM1" "YDR410C-YDR411C"
"2708" "SYF1" "YDR416W"
"2709" "DFM1-RRP17" "YDR411C-YDR412W"
"2710" "YDR413C-ERD1" "YDR413C-YDR414C"
"2711" "RPL12B" "YDR418W"
"2712" "YDR417C" "YDR417C"
"2713" "ERD1-YDR415C" "YDR414C-YDR415C"
"2714" "YDR415C-SYF1" "YDR415C-YDR416W"
"2715" "RAD30" "YDR419W"
"2716" "tS(AGA)D3" "tS(AGA)D3"
"2717" "SYF1-YDR417C" "YDR416W-YDR417C"
"2718" "HKR1" "YDR420W"
"2719" "RPL12B-RAD30" "YDR418W-YDR419W"
"2720" "RAD30-tS(AGA)D3" "YDR419W-tS(AGA)D3"
"2721" "tS(AGA)D3-HKR1" "tS(AGA)D3-YDR420W"
"2722" "ARO80" "YDR421W"
"2723" "SIP1" "YDR422C"
"2724" "HKR1-ARO80" "YDR420W-YDR421W"
"2725" "CAD1" "YDR423C"
"2726" "DYN2" "YDR424C"
"2727" "ARO80-SIP1" "YDR421W-YDR422C"
"2728" "SNX41" "YDR425W"
"2729" "YDR426C" "YDR426C"
"2730" "RPN9" "YDR427W"
"2731" "SIP1-CAD1" "YDR422C-YDR423C"
"2732" "BNA7" "YDR428C"
"2733" "CAD1-DYN2" "YDR423C-YDR424C"
"2734" "TIF35" "YDR429C"
"2735" "DYN2-SNX41" "YDR424C-YDR425W"
"2736" "CYM1" "YDR430C"
"2737" "YDR426C-RPN9" "YDR426C-YDR427W"
"2738" "YDR431W" "YDR431W"
"2739" "RPN9-BNA7" "YDR427W-YDR428C"
"2740" "NPL3" "YDR432W"
"2741" "YDR433W" "YDR433W"
"2742" "TIF35-CYM1" "YDR429C-YDR430C"
"2743" "GPI17" "YDR434W"
"2744" "PPM1" "YDR435C"
"2745" "YDR431W-NPL3" "YDR431W-YDR432W"
"2746" "PPZ2" "YDR436W"
"2747" "YDR433W-GPI17" "YDR433W-YDR434W"
"2748" "GPI19" "YDR437W"
"2749" "GPI17-PPM1" "YDR434W-YDR435C"
"2750" "THI74" "YDR438W"
"2751" "PPM1-PPZ2" "YDR435C-YDR436W"
"2752" "LRS4" "YDR439W"
"2753" "PPZ2-GPI19" "YDR436W-YDR437W"
"2754" "DOT1" "YDR440W"
"2755" "GPI19-THI74" "YDR437W-YDR438W"
"2756" "THI74-LRS4" "YDR438W-YDR439W"
"2757" "APT2" "YDR441C"
"2758" "YDR442W" "YDR442W"
"2759" "SSN2" "YDR443C"
"2760" "LRS4-DOT1" "YDR439W-YDR440W"
"2761" "DOT1-APT2" "YDR440W-YDR441C"
"2762" "APT2-YDR442W" "YDR441C-YDR442W"
"2763" "YDR444W" "YDR444W"
"2764" "YDR445C" "YDR445C"
"2765" "tK(CUU)D2" "tK(CUU)D2"
"2766" "ECM11" "YDR446W"
"2767" "RPS17B" "YDR447C"
"2768" "SSN2-YDR444W" "YDR443C-YDR444W"
"2769" "ADA2" "YDR448W"
"2770" "UTP6" "YDR449C"
"2771" "YDR445C-ECM11" "YDR445C-YDR446W"
"2772" "RPS18A" "YDR450W"
"2773" "RPS17B-ADA2" "YDR447C-YDR448W"
"2774" "YHP1" "YDR451C"
"2775" "PPN1" "YDR452W"
"2776" "UTP6-RPS18A" "YDR449C-YDR450W"
"2777" "TSA2" "YDR453C"
"2778" "RPS18A-YHP1" "YDR450W-YDR451C"
"2779" "GUK1" "YDR454C"
"2780" "YHP1-PPN1" "YDR451C-YDR452W"
"2781" "NHX1" "YDR456W"
"2782" "YDR455C" "YDR455C"
"2783" "TOM1" "YDR457W"
"2784" "PPN1-TSA2" "YDR452W-YDR453C"
"2785" "TSA2-GUK1" "YDR453C-YDR454C"
"2786" "GUK1-YDR455C" "YDR454C-YDR455C"
"2787" "NHX1-TOM1" "YDR456W-YDR457W"
"2788" "HEH2" "YDR458C"
"2789" "PFA5" "YDR459C"
"2790" "TFB3" "YDR460W"
"2791" "TOM1-HEH2" "YDR457W-YDR458C"
"2792" "MFA1" "YDR461W"
"2793" "YDR461C-A" "YDR461C-A"
"2794" "MRPL28" "YDR462W"
"2795" "STP1" "YDR463W"
"2796" "HEH2-PFA5" "YDR458C-YDR459C"
"2797" "PFA5-TFB3" "YDR459C-YDR460W"
"2798" "SPP41" "YDR464W"
"2799" "MFA1-YDR461C-A" "YDR461W-YDR461C-A"
"2800" "YDR461C-A-MRPL28" "YDR461C-A-YDR462W"
"2801" "MRPL28-STP1" "YDR462W-YDR463W"
"2802" "YDR464C-A" "YDR464C-A"
"2803" "RMT2" "YDR465C"
"2804" "STP1-SPP41" "YDR463W-YDR464W"
"2805" "PKH3" "YDR466W"
"2806" "YDR467C" "YDR467C"
"2807" "TLG1" "YDR468C"
"2808" "SPP41-RMT2" "YDR464W-YDR465C"
"2809" "SDC1" "YDR469W"
"2810" "UGO1" "YDR470C"
"2811" "RMT2-PKH3" "YDR465C-YDR466W"
"2812" "RPL27B" "YDR471W"
"2813" "SNR13" "snR13"
"2814" "YDR467C-TLG1" "YDR467C-YDR468C"
"2815" "TRS31" "YDR472W"
"2816" "TLG1-SDC1" "YDR468C-YDR469W"
"2817" "PRP3" "YDR473C"
"2818" "SDC1-UGO1" "YDR469W-YDR470C"
"2819" "UGO1-RPL27B" "YDR470C-YDR471W"
"2820" "JIP4" "YDR475C"
"2821" "RPL27B-SNR13" "YDR471W-snR13"
"2822" "SNR13-TRS31" "snR13-YDR472W"
"2823" "TRS31-PRP3" "YDR472W-YDR473C"
"2824" "YDR476C" "YDR476C"
"2825" "PRP3-JIP4" "YDR473C-YDR475C"
"2826" "SNF1" "YDR477W"
"2827" "SNM1" "YDR478W"
"2828" "PEX29" "YDR479C"
"2829" "YDR476C-SNF1" "YDR476C-YDR477W"
"2830" "DIG2" "YDR480W"
"2831" "PHO8" "YDR481C"
"2832" "SNF1-SNM1" "YDR477W-YDR478W"
"2833" "SNM1-PEX29" "YDR478W-YDR479C"
"2834" "CWC21" "YDR482C"
"2835" "KRE2" "YDR483W"
"2836" "PEX29-DIG2" "YDR479C-YDR480W"
"2837" "VPS52" "YDR484W"
"2838" "DIG2-PHO8" "YDR480W-YDR481C"
"2839" "VPS72" "YDR485C"
"2840" "PHO8-CWC21" "YDR481C-YDR482C"
"2841" "CWC21-KRE2" "YDR482C-YDR483W"
"2842" "VPS60" "YDR486C"
"2843" "KRE2-VPS52" "YDR483W-YDR484W"
"2844" "RIB3" "YDR487C"
"2845" "PAC11" "YDR488C"
"2846" "VPS52-VPS72" "YDR484W-YDR485C"
"2847" "SLD5" "YDR489W"
"2848" "PKH1" "YDR490C"
"2849" "VPS72-VPS60" "YDR485C-YDR486C"
"2850" "VPS60-RIB3" "YDR486C-YDR487C"
"2851" "RIB3-PAC11" "YDR487C-YDR488C"
"2852" "YDR491C" "YDR491C"
"2853" "IZH1" "YDR492W"
"2854" "PAC11-SLD5" "YDR488C-YDR489W"
"2855" "MZM1" "YDR493W"
"2856" "SLD5-PKH1" "YDR489W-YDR490C"
"2857" "RSM28" "YDR494W"
"2858" "VPS3" "YDR495C"
"2859" "PKH1-YDR491C" "YDR490C-YDR491C"
"2860" "IZH1-MZM1" "YDR492W-YDR493W"
"2861" "PUF6" "YDR496C"
"2862" "MZM1-RSM28" "YDR493W-YDR494W"
"2863" "ITR1" "YDR497C"
"2864" "SEC20" "YDR498C"
"2865" "VPS3-PUF6" "YDR495C-YDR496C"
"2866" "LCD1" "YDR499W"
"2867" "PUF6-ITR1" "YDR496C-YDR497C"
"2868" "RPL37B" "YDR500C"
"2869" "ITR1-SEC20" "YDR497C-YDR498C"
"2870" "PLM2" "YDR501W"
"2871" "SEC20-LCD1" "YDR498C-YDR499W"
"2872" "SAM2" "YDR502C"
"2873" "LPP1" "YDR503C"
"2874" "LCD1-RPL37B" "YDR499W-YDR500C"
"2875" "RPL37B-PLM2" "YDR500C-YDR501W"
"2876" "SPG3" "YDR504C"
"2877" "PSP1" "YDR505C"
"2878" "PLM2-SAM2" "YDR501W-YDR502C"
"2879" "SAM2-LPP1" "YDR502C-YDR503C"
"2880" "GMC1" "YDR506C"
"2881" "LPP1-SPG3" "YDR503C-YDR504C"
"2882" "tL(CAA)D" "tL(CAA)D"
"2883" "GIN4" "YDR507C"
"2884" "PSP1-GMC1" "YDR505C-YDR506C"
"2885" "GNP1" "YDR508C"
"2886" "GMC1-tL(CAA)D" "YDR506C-tL(CAA)D"
"2887" "tL(CAA)D-GIN4" "tL(CAA)D-YDR507C"
"2888" "YDR509W" "YDR509W"
"2889" "SMT3" "YDR510W"
"2890" "SDH7" "YDR511W"
"2891" "YDR510C-A" "YDR510C-A"
"2892" "EMI1" "YDR512C"
"2893" "GIN4-GNP1" "YDR507C-YDR508C"
"2894" "GRX2" "YDR513W"
"2895" "YDR514C" "YDR514C"
"2896" "SLF1" "YDR515W"
"2897" "YDR509W-SMT3" "YDR509W-YDR510W"
"2898" "YDR510C-A-SDH7" "YDR510C-A-YDR511W"
"2899" "EMI2" "YDR516C"
"2900" "GRX2-YDR514C" "YDR513W-YDR514C"
"2901" "GRH1" "YDR517W"
"2902" "YDR514C-SLF1" "YDR514C-YDR515W"
"2903" "EUG1" "YDR518W"
"2904" "SLF1-EMI2" "YDR515W-YDR516C"
"2905" "FPR2" "YDR519W"
"2906" "URC2" "YDR520C"
"2907" "EMI2-GRH1" "YDR516C-YDR517W"
"2908" "YDR521W" "YDR521W"
"2909" "GRH1-EUG1" "YDR517W-YDR518W"
"2910" "SPS2" "YDR522C"
"2911" "EUG1-FPR2" "YDR518W-YDR519W"
"2912" "SPS1" "YDR523C"
"2913" "FPR2-URC2" "YDR519W-YDR520C"
"2914" "AGE1" "YDR524C"
"2915" "YDR524W-C" "YDR524W-C"
"2916" "YDR524C-B" "YDR524C-B"
"2917" "API2" "YDR525W"
"2918" "YDR524C-A" "YDR524C-A"
"2919" "SPS2-SPS1" "YDR522C-YDR523C"
"2920" "SNA2" "YDR525W-A"
"2921" "RBA50" "YDR527W"
"2922" "YDR526C" "YDR526C"
"2923" "SPS1-AGE1" "YDR523C-YDR524C"
"2924" "SNR84" "snR84"
"2925" "AGE1-YDR524W-C" "YDR524C-YDR524W-C"
"2926" "YDR524W-C-YDR524C-B" "YDR524W-C-YDR524C-B"
"2927" "HLR1" "YDR528W"
"2928" "YDR524C-B-YDR524C-A" "YDR524C-B-YDR524C-A"
"2929" "API2-SNA2" "YDR525W-YDR525W-A"
"2930" "SNA2-YDR526C" "YDR525W-A-YDR526C"
"2931" "QCR7" "YDR529C"
"2932" "APA2" "YDR530C"
"2933" "SNR84-HLR1" "snR84-YDR528W"
"2934" "CAB1" "YDR531W"
"2935" "KRE28" "YDR532C"
"2936" "HLR1-QCR7" "YDR528W-YDR529C"
"2937" "HSP31" "YDR533C"
"2938" "QCR7-APA2" "YDR529C-YDR530C"
"2939" "APA2-CAB1" "YDR530C-YDR531W"
"2940" "FIT1" "YDR534C"
"2941" "CAB1-KRE28" "YDR531W-YDR532C"
"2942" "KRE28-HSP31" "YDR532C-YDR533C"
"2943" "YDR535C" "YDR535C"
"2944" "HSP31-FIT1" "YDR533C-YDR534C"
"2945" "STL1" "YDR536W"
"2946" "FIT1-YDR535C" "YDR534C-YDR535C"
"2947" "PAD1" "YDR538W"
"2948" "YDR537C" "YDR537C"
"2949" "FDC1" "YDR539W"
"2950" "YDR535C-STL1" "YDR535C-YDR536W"
"2951" "STL1-YDR537C" "YDR536W-YDR537C"
"2952" "PAD1-FDC1" "YDR538W-YDR539W"
"2953" "IRC4" "YDR540C"
"2954" "FDC1-IRC4" "YDR539W-YDR540C"
"2955" "YDR541C" "YDR541C"
"2956" "IRC4-YDR541C" "YDR540C-YDR541C"
"2957" "PAU10" "YDR542W"
"2958" "YDR543C" "YDR543C"
"2959" "YDR544C" "YDR544C"
"2960" "YDR541C-PAU10" "YDR541C-YDR542W"
"2961" "YRF1-1" "YDR545W"
"2962" "PAU10-YDR543C" "YDR542W-YDR543C"
"2963" "YDR543C-YDR544C" "YDR543C-YDR544C"
"2964" "YEL074W" "YEL074W"
"2965" "YEL077C" "YEL077C"
"2966" "YEL076C-A" "YEL076C-A"
"2967" "YEL076C" "YEL076C"
"2968" "YEL075C" "YEL075C"
"2969" "YEL075W-A" "YEL075W-A"
"2970" "YEL073C" "YEL073C"
"2971" "YEL074W-YEL073C" "YEL074W-YEL073C"
"2972" "YEL073C-RMD6" "YEL073C-YEL072W"
"2973" "RMD6" "YEL072W"
"2974" "DLD3" "YEL071W"
"2975" "RMD6-DLD3" "YEL072W-YEL071W"
"2976" "DSF1" "YEL070W"
"2977" "HXT13" "YEL069C"
"2978" "DLD3-DSF1" "YEL071W-YEL070W"
"2979" "YEL068C" "YEL068C"
"2980" "DSF1-HXT13" "YEL070W-YEL069C"
"2981" "YEL067C" "YEL067C"
"2982" "HPA3" "YEL066W"
"2983" "SIT1" "YEL065W"
"2984" "HXT13-YEL068C" "YEL069C-YEL068C"
"2985" "AVT2" "YEL064C"
"2986" "CAN1" "YEL063C"
"2987" "HPA3-SIT1" "YEL066W-YEL065W"
"2988" "NPR2" "YEL062W"
"2989" "AVT2-CAN1" "YEL064C-YEL063C"
"2990" "CIN8" "YEL061C"
"2991" "CAN1-NPR2" "YEL063C-YEL062W"
"2992" "PRB1" "YEL060C"
"2993" "NPR2-CIN8" "YEL062W-YEL061C"
"2994" "SOM1" "YEL059C-A"
"2995" "HHY1" "YEL059W"
"2996" "PCM1" "YEL058W"
"2997" "CIN8-PRB1" "YEL061C-YEL060C"
"2998" "YEL057C" "YEL057C"
"2999" "PRB1-SOM1" "YEL060C-YEL059C-A"
"3000" "HAT2" "YEL056W"
"3001" "SOM1-HHY1" "YEL059C-A-YEL059W"
"3002" "HHY1-PCM1" "YEL059W-YEL058W"
"3003" "POL5" "YEL055C"
"3004" "PCM1-YEL057C" "YEL058W-YEL057C"
"3005" "YEL057C-HAT2" "YEL057C-YEL056W"
"3006" "SNR80" "snR80"
"3007" "RPL12A" "YEL054C"
"3008" "YEL053W-A" "YEL053W-A"
"3009" "HAT2-POL5" "YEL056W-YEL055C"
"3010" "MAK10" "YEL053C"
"3011" "AFG1" "YEL052W"
"3012" "POL5-SNR80" "YEL055C-snR80"
"3013" "SNR80-RPL12A" "snR80-YEL054C"
"3014" "YEL053W-A-MAK10" "YEL053W-A-YEL053C"
"3015" "VMA8" "YEL051W"
"3016" "YEL050W-A" "YEL050W-A"
"3017" "RML2" "YEL050C"
"3018" "MAK10-AFG1" "YEL053C-YEL052W"
"3019" "SNR67" "snR67"
"3020" "SNR53" "snR53"
"3021" "tG(GCC)E" "tG(GCC)E"
"3022" "AFG1-VMA8" "YEL052W-YEL051W"
"3023" "PAU2" "YEL049W"
"3024" "VMA8-YEL050W-A" "YEL051W-YEL050W-A"
"3025" "TCA17" "YEL048C"
"3026" "FRD1" "YEL047C"
"3027" "RML2-SNR67" "YEL050C-snR67"
"3028" "SNR67-SNR53" "snR67-snR53"
"3029" "SNR53-tG(GCC)E" "snR53-tG(GCC)E"
"3030" "tG(GCC)E-PAU2" "tG(GCC)E-YEL049W"
"3031" "GLY1" "YEL046C"
"3032" "YEL045C" "YEL045C"
"3033" "PAU2-TCA17" "YEL049W-YEL048C"
"3034" "IES6" "YEL044W"
"3035" "TCA17-FRD1" "YEL048C-YEL047C"
"3036" "YEL043W" "YEL043W"
"3037" "FRD1-GLY1" "YEL047C-YEL046C"
"3038" "GDA1" "YEL042W"
"3039" "GLY1-YEL045C" "YEL046C-YEL045C"
"3040" "YEL045C-IES6" "YEL045C-YEL044W"
"3041" "IES6-YEL043W" "YEL044W-YEL043W"
"3042" "YEF1" "YEL041W"
"3043" "UTR2" "YEL040W"
"3044" "YEL043W-GDA1" "YEL043W-YEL042W"
"3045" "CYC7" "YEL039C"
"3046" "GDA1-YEF1" "YEL042W-YEL041W"
"3047" "UTR4" "YEL038W"
"3048" "RAD23" "YEL037C"
"3049" "YEF1-UTR2" "YEL041W-YEL040W"
"3050" "ANP1" "YEL036C"
"3051" "UTR2-CYC7" "YEL040W-YEL039C"
"3052" "UTR5" "YEL035C"
"3053" "CYC7-UTR4" "YEL039C-YEL038W"
"3054" "YEL034C-A" "YEL034C-A"
"3055" "HYP2" "YEL034W"
"3056" "MTC7" "YEL033W"
"3057" "UTR4-RAD23" "YEL038W-YEL037C"
"3058" "tS(AGA)E" "tS(AGA)E"
"3059" "MCM3" "YEL032W"
