"Gene_Name" "Gene_ID"
"9807" "ALF1" "YNL148C"
"9808" "YCK2-GIM3" "YNL154C-YNL153C"
"9809" "LSM7" "YNL147W"
"9810" "GIM3-INN1" "YNL153C-YNL152W"
"9811" "YNL146C-A" "YNL146C-A"
"9812" "YNL146W" "YNL146W"
"9813" "MFA2" "YNL145W"
"9814" "INN1-RPC31" "YNL152W-YNL151C"
"9815" "YNL144C" "YNL144C"
"9816" "YNL144W-A" "YNL144W-A"
"9817" "RPC31-YNL150W" "YNL151C-YNL150W"
"9818" "ALF1-LSM7" "YNL148C-YNL147W"
"9819" "YNL146C-A-YNL146W" "YNL146C-A-YNL146W"
"9820" "YNL143C" "YNL143C"
"9821" "YNL146W-MFA2" "YNL146W-YNL145W"
"9822" "MEP2" "YNL142W"
"9823" "MFA2-YNL144C" "YNL145W-YNL144C"
"9824" "AAH1" "YNL141W"
"9825" "YNL144C-YNL143C" "YNL144C-YNL143C"
"9826" "YNL140C" "YNL140C"
"9827" "THO2" "YNL139C"
"9828" "YNL143C-MEP2" "YNL143C-YNL142W"
"9829" "MEP2-AAH1" "YNL142W-YNL141W"
"9830" "AAH1-YNL140C" "YNL141W-YNL140C"
"9831" "YSF3" "YNL138W-A"
"9832" "SRV2" "YNL138W"
"9833" "NAM9" "YNL137C"
"9834" "EAF7" "YNL136W"
"9835" "THO2-YSF3" "YNL139C-YNL138W-A"
"9836" "YSF3-SRV2" "YNL138W-A-YNL138W"
"9837" "FPR1" "YNL135C"
"9838" "YNL134C" "YNL134C"
"9839" "SRV2-NAM9" "YNL138W-YNL137C"
"9840" "FYV6" "YNL133C"
"9841" "tF(GAA)N" "tF(GAA)N"
"9842" "NAM9-EAF7" "YNL137C-YNL136W"
"9843" "KRE33" "YNL132W"
"9844" "EAF7-FPR1" "YNL136W-YNL135C"
"9845" "FPR1-YNL134C" "YNL135C-YNL134C"
"9846" "YNL134C-FYV6" "YNL134C-YNL133C"
"9847" "TOM22" "YNL131W"
"9848" "CPT1" "YNL130C"
"9849" "FYV6-tF(GAA)N" "YNL133C-tF(GAA)N"
"9850" "tF(GAA)N-KRE33" "tF(GAA)N-YNL132W"
"9851" "DGR1" "YNL130C-A"
"9852" "NRK1" "YNL129W"
"9853" "TEP1" "YNL128W"
"9854" "FAR11" "YNL127W"
"9855" "TOM22-CPT1" "YNL131W-YNL130C"
"9856" "CPT1-DGR1" "YNL130C-YNL130C-A"
"9857" "SPC98" "YNL126W"
"9858" "NRK1-TEP1" "YNL129W-YNL128W"
"9859" "TEP1-FAR11" "YNL128W-YNL127W"
"9860" "ESBP6" "YNL125C"
"9861" "FAR11-SPC98" "YNL127W-YNL126W"
"9862" "NAF1" "YNL124W"
"9863" "NMA111" "YNL123W"
"9864" "SPC98-ESBP6" "YNL126W-YNL125C"
"9865" "ESBP6-NAF1" "YNL125C-YNL124W"
"9866" "YNL122C" "YNL122C"
"9867" "TOM70" "YNL121C"
"9868" "NAF1-NMA111" "YNL124W-YNL123W"
"9869" "NCS2" "YNL119W"
"9870" "YNL120C" "YNL120C"
"9871" "DCP2" "YNL118C"
"9872" "NMA111-YNL122C" "YNL123W-YNL122C"
"9873" "YNL122C-TOM70" "YNL122C-YNL121C"
"9874" "TOM70-YNL120C" "YNL121C-YNL120C"
"9875" "MLS1" "YNL117W"
"9876" "NCS2-DCP2" "YNL119W-YNL118C"
"9877" "DMA2" "YNL116W"
"9878" "YNL115C" "YNL115C"
"9879" "DCP2-MLS1" "YNL118C-YNL117W"
"9880" "YNL114C" "YNL114C"
"9881" "RPC19" "YNL113W"
"9882" "MLS1-DMA2" "YNL117W-YNL116W"
"9883" "DBP2" "YNL112W"
"9884" "CYB5" "YNL111C"
"9885" "YNL115C-YNL114C" "YNL115C-YNL114C"
"9886" "NOP15" "YNL110C"
"9887" "RPC19-DBP2" "YNL113W-YNL112W"
"9888" "YNL109W" "YNL109W"
"9889" "YNL108C" "YNL108C"
"9890" "YAF9" "YNL107W"
"9891" "INP52" "YNL106C"
"9892" "DBP2-CYB5" "YNL112W-YNL111C"
"9893" "CYB5-NOP15" "YNL111C-YNL110C"
"9894" "NOP15-YNL109W" "YNL110C-YNL109W"
"9895" "RRT16" "YNL105W"
"9896" "YNL108C-YAF9" "YNL108C-YNL107W"
"9897" "LEU4" "YNL104C"
"9898" "YAF9-INP52" "YNL107W-YNL106C"
"9899" "YNL103W-A" "YNL103W-A"
"9900" "MET4" "YNL103W"
"9901" "POL1" "YNL102W"
"9902" "YNL103W-A-MET4" "YNL103W-A-YNL103W"
"9903" "MET4-POL1" "YNL103W-YNL102W"
"9904" "AVT4" "YNL101W"
"9905" "MIC27" "YNL100W"
"9906" "OCA1" "YNL099C"
"9907" "POL1-AVT4" "YNL102W-YNL101W"
"9908" "RAS2" "YNL098C"
"9909" "YNL097C-B" "YNL097C-B"
"9910" "YNL097W-A" "YNL097W-A"
"9911" "PHO23" "YNL097C"
"9912" "AVT4-MIC27" "YNL101W-YNL100W"
"9913" "tL(CAA)N" "tL(CAA)N"
"9914" "MIC27-OCA1" "YNL100W-YNL099C"
"9915" "RPS7B" "YNL096C"
"9916" "OCA1-RAS2" "YNL099C-YNL098C"
"9917" "YNL095C" "YNL095C"
"9918" "RAS2-YNL097C-B" "YNL098C-YNL097C-B"
"9919" "YNL097C-B-PHO23" "YNL097C-B-YNL097C"
"9920" "APP1" "YNL094W"
"9921" "PHO23-tL(CAA)N" "YNL097C-tL(CAA)N"
"9922" "tL(CAA)N-RPS7B" "tL(CAA)N-YNL096C"
"9923" "RPS7B-YNL095C" "YNL096C-YNL095C"
"9924" "YPT53" "YNL093W"
"9925" "YNL092W" "YNL092W"
"9926" "YNL095C-APP1" "YNL095C-YNL094W"
"9927" "NST1" "YNL091W"
"9928" "APP1-YPT53" "YNL094W-YNL093W"
"9929" "YPT53-YNL092W" "YNL093W-YNL092W"
"9930" "RHO2" "YNL090W"
"9931" "YNL089C" "YNL089C"
"9932" "YNL092W-NST1" "YNL092W-YNL091W"
"9933" "TOP2" "YNL088W"
"9934" "NST1-RHO2" "YNL091W-YNL090W"
"9935" "YNL089C-TOP2" "YNL089C-YNL088W"
"9936" "TCB2" "YNL087W"
"9937" "SNN1" "YNL086W"
"9938" "TOP2-TCB2" "YNL088W-YNL087W"
"9939" "MKT1" "YNL085W"
"9940" "END3" "YNL084C"
"9941" "TCB2-SNN1" "YNL087W-YNL086W"
"9942" "SAL1" "YNL083W"
"9943" "SNN1-MKT1" "YNL086W-YNL085W"
"9944" "PMS1" "YNL082W"
"9945" "MKT1-END3" "YNL085W-YNL084C"
"9946" "END3-SAL1" "YNL084C-YNL083W"
"9947" "SWS2" "YNL081C"
"9948" "EOS1" "YNL080C"
"9949" "SAL1-PMS1" "YNL083W-YNL082W"
"9950" "TPM1" "YNL079C"
"9951" "NIS1" "YNL078W"
"9952" "APJ1" "YNL077W"
"9953" "SWS2-EOS1" "YNL081C-YNL080C"
"9954" "EOS1-TPM1" "YNL080C-YNL079C"
"9955" "MKS1" "YNL076W"
"9956" "TPM1-NIS1" "YNL079C-YNL078W"
"9957" "IMP4" "YNL075W"
"9958" "NIS1-APJ1" "YNL078W-YNL077W"
"9959" "MLF3" "YNL074C"
"9960" "APJ1-MKS1" "YNL077W-YNL076W"
"9961" "MSK1" "YNL073W"
"9962" "RNH201" "YNL072W"
"9963" "MKS1-IMP4" "YNL076W-YNL075W"
"9964" "LAT1" "YNL071W"
"9965" "MLF3-MSK1" "YNL074C-YNL073W"
"9966" "TOM7" "YNL070W"
"9967" "RPL16B" "YNL069C"
"9968" "MSK1-RNH201" "YNL073W-YNL072W"
"9969" "FKH2" "YNL068C"
"9970" "RNH201-LAT1" "YNL072W-YNL071W"
"9971" "LAT1-TOM7" "YNL071W-YNL070W"
"9972" "YNL067W-A" "YNL067W-A"
"9973" "TOM7-RPL16B" "YNL070W-YNL069C"
"9974" "YNL067W-B" "YNL067W-B"
"9975" "RPL9B" "YNL067W"
"9976" "RPL16B-FKH2" "YNL069C-YNL068C"
"9977" "SUN4" "YNL066W"
"9978" "FKH2-YNL067W-A" "YNL068C-YNL067W-A"
"9979" "AQR1" "YNL065W"
"9980" "YNL067W-A-YNL067W-B" "YNL067W-A-YNL067W-B"
"9981" "YNL067W-B-RPL9B" "YNL067W-B-YNL067W"
"9982" "RPL9B-SUN4" "YNL067W-YNL066W"
"9983" "YDJ1" "YNL064C"
"9984" "MTQ1" "YNL063W"
"9985" "SUN4-AQR1" "YNL066W-YNL065W"
"9986" "GCD10" "YNL062C"
"9987" "NOP2" "YNL061W"
"9988" "YDJ1-MTQ1" "YNL064C-YNL063W"
"9989" "ARP5" "YNL059C"
"9990" "MTQ1-GCD10" "YNL063W-YNL062C"
"9991" "GCD10-NOP2" "YNL062C-YNL061W"
"9992" "YNL058C" "YNL058C"
"9993" "YNL057W" "YNL057W"
"9994" "OCA2" "YNL056W"
"9995" "NOP2-ARP5" "YNL061W-YNL059C"
"9996" "POR1" "YNL055C"
"9997" "tD(GUC)N" "tD(GUC)N"
"9998" "YNL054W-A" "YNL054W-A"
"9999" "YNL054W-B" "YNL054W-B"
"10000" "ARP5-YNL058C" "YNL059C-YNL058C"
"10001" "YNL057W-OCA2" "YNL057W-YNL056W"
"10002" "OCA2-POR1" "YNL056W-YNL055C"
"10003" "POR1-tD(GUC)N" "YNL055C-tD(GUC)N"
"10004" "VAC7" "YNL054W"
"10005" "MSG5" "YNL053W"
"10006" "YNL054W-B-VAC7" "YNL054W-B-YNL054W"
"10007" "COX5A" "YNL052W"
"10008" "COG5" "YNL051W"
"10009" "YNL050C" "YNL050C"
"10010" "VAC7-MSG5" "YNL054W-YNL053W"
"10011" "SFB2" "YNL049C"
"10012" "MSG5-COX5A" "YNL053W-YNL052W"
"10013" "COX5A-COG5" "YNL052W-YNL051W"
"10014" "ALG11" "YNL048W"
"10015" "COG5-YNL050C" "YNL051W-YNL050C"
"10016" "SLM2" "YNL047C"
"10017" "YNL050C-SFB2" "YNL050C-YNL049C"
"10018" "YNL046W" "YNL046W"
"10019" "SFB2-ALG11" "YNL049C-YNL048W"
"10020" "LAP2" "YNL045W"
"10021" "ALG11-SLM2" "YNL048W-YNL047C"
"10022" "YIP3" "YNL044W"
"10023" "YNL043C" "YNL043C"
"10024" "SLM2-YNL046W" "YNL047C-YNL046W"
"10025" "tP(UGG)N1" "tP(UGG)N1"
"10026" "YNL042W-B" "YNL042W-B"
"10027" "YNL046W-LAP2" "YNL046W-YNL045W"
"10028" "BOP3" "YNL042W"
"10029" "COG6" "YNL041C"
"10030" "LAP2-YIP3" "YNL045W-YNL044W"
"10031" "YNL043C-tP(UGG)N1" "YNL043C-tP(UGG)N1"
"10032" "YNL042W-B-BOP3" "YNL042W-B-YNL042W"
"10033" "YNL040W" "YNL040W"
"10034" "BOP3-COG6" "YNL042W-YNL041C"
"10035" "BDP1" "YNL039W"
"10036" "GPI15" "YNL038W"
"10037" "COG6-YNL040W" "YNL041C-YNL040W"
"10038" "IDH1" "YNL037C"
"10039" "NCE103" "YNL036W"
"10040" "YNL040W-BDP1" "YNL040W-YNL039W"
"10041" "tT(AGU)N2" "tT(AGU)N2"
"10042" "BDP1-GPI15" "YNL039W-YNL038W"
"10043" "IDH1-NCE103" "YNL037C-YNL036W"
"10044" "NCE103-tT(AGU)N2" "YNL036W-tT(AGU)N2"
"10045" "tT(AGU)N2-tP(UGG)N2" "tT(AGU)N2-tP(UGG)N2"
"10046" "tP(UGG)N2" "tP(UGG)N2"
"10047" "YNL034W" "YNL034W"
"10048" "YNL033W" "YNL033W"
"10049" "YNL035C" "YNL035C"
"10050" "tI(AAU)N1" "tI(AAU)N1"
"10051" "tP(UGG)N2-YNL035C" "tP(UGG)N2-YNL035C"
"10052" "SIW14" "YNL032W"
"10053" "tI(AAU)N1-YNL034W" "tI(AAU)N1-YNL034W"
"10054" "HHT2" "YNL031C"
"10055" "HHF2" "YNL030W"
"10056" "KTR5" "YNL029C"
"10057" "YNL034W-YNL033W" "YNL034W-YNL033W"
"10058" "YNL028W" "YNL028W"
"10059" "YNL033W-SIW14" "YNL033W-YNL032W"
"10060" "CRZ1" "YNL027W"
"10061" "SIW14-HHT2" "YNL032W-YNL031C"
"10062" "HHT2-HHF2" "YNL031C-YNL030W"
"10063" "SAM50" "YNL026W"
"10064" "HHF2-KTR5" "YNL030W-YNL029C"
"10065" "YNL028W-CRZ1" "YNL028W-YNL027W"
"10066" "NME1" "NME1"
"10067" "SSN8" "YNL025C"
"10068" "SNR66" "snR66"
"10069" "KSH1" "YNL024C-A"
"10070" "CRZ1-SAM50" "YNL027W-YNL026W"
"10071" "YNL024C" "YNL024C"
"10072" "FAP1" "YNL023C"
"10073" "SAM50-SSN8" "YNL026W-YNL025C"
"10074" "SSN8-NME1" "YNL025C-NME1"
"10075" "NME1-SNR66" "NME1-snR66"
"10076" "SNR66-KSH1" "snR66-YNL024C-A"
"10077" "RCM1" "YNL022C"
"10078" "YNL024C-FAP1" "YNL024C-YNL023C"
"10079" "HDA1" "YNL021W"
"10080" "ARK1" "YNL020C"
"10081" "FAP1-RCM1" "YNL023C-YNL022C"
"10082" "RCM1-HDA1" "YNL022C-YNL021W"
"10083" "YNL019C" "YNL019C"
"10084" "YNL018C" "YNL018C"
"10085" "HDA1-ARK1" "YNL021W-YNL020C"
"10086" "tI(AAU)N2" "tI(AAU)N2"
"10087" "YNL017C" "YNL017C"
"10088" "ARK1-YNL019C" "YNL020C-YNL019C"
"10089" "PUB1" "YNL016W"
"10090" "YNL019C-YNL018C" "YNL019C-YNL018C"
"10091" "PBI2" "YNL015W"
"10092" "HEF3" "YNL014W"
"10093" "YNL017C-PUB1" "YNL017C-YNL016W"
"10094" "YNL013C" "YNL013C"
"10095" "PUB1-PBI2" "YNL016W-YNL015W"
"10096" "SPO1" "YNL012W"
"10097" "PBI2-HEF3" "YNL015W-YNL014W"
"10098" "YNL011C" "YNL011C"
"10099" "YNL010W" "YNL010W"
"10100" "YNL013C-SPO1" "YNL013C-YNL012W"
"10101" "IDP3" "YNL009W"
"10102" "ASI3" "YNL008C"
"10103" "YNL011C-YNL010W" "YNL011C-YNL010W"
"10104" "SIS1" "YNL007C"
"10105" "YNL010W-IDP3" "YNL010W-YNL009W"
"10106" "LST8" "YNL006W"
"10107" "IDP3-ASI3" "YNL009W-YNL008C"
"10108" "MRP7" "YNL005C"
"10109" "HRB1" "YNL004W"
"10110" "ASI3-SIS1" "YNL008C-YNL007C"
"10111" "SIS1-LST8" "YNL007C-YNL006W"
"10112" "PET8" "YNL003C"
"10113" "LST8-MRP7" "YNL006W-YNL005C"
"10114" "RLP7" "YNL002C"
"10115" "DOM34" "YNL001W"
"10116" "MRP7-HRB1" "YNL005C-YNL004W"
"10117" "CIT1" "YNR001C"
"10118" "HRB1-PET8" "YNL004W-YNL003C"
"10119" "PET8-RLP7" "YNL003C-YNL002C"
"10120" "YNR001W-A" "YNR001W-A"
"10121" "tN(GUU)N2" "tN(GUU)N2"
"10122" "SUF10" "tP(AGG)N"
"10123" "ATO2" "YNR002C"
"10124" "DOM34-CIT1" "YNL001W-YNR001C"
"10125" "RPC34" "YNR003C"
"10126" "YNR003W-A" "YNR003W-A"
"10127" "SWM2" "YNR004W"
"10128" "CIT1-YNR001W-A" "YNR001C-YNR001W-A"
"10129" "YNR001W-A-SUF10" "YNR001W-A-tP(AGG)N"
"10130" "VPS27" "YNR006W"
"10131" "YNR005C" "YNR005C"
"10132" "SUF10-tN(GUU)N2" "tP(AGG)N-tN(GUU)N2"
"10133" "ATO2-RPC34" "YNR002C-YNR003C"
"10134" "ATG3" "YNR007C"
"10135" "RPC34-SWM2" "YNR003C-YNR004W"
"10136" "LRO1" "YNR008W"
"10137" "SWM2-YNR005C" "YNR004W-YNR005C"
"10138" "NRM1" "YNR009W"
"10139" "CSE2" "YNR010W"
"10140" "VPS27-ATG3" "YNR006W-YNR007C"
"10141" "PRP2" "YNR011C"
"10142" "ATG3-LRO1" "YNR007C-YNR008W"
"10143" "LRO1-NRM1" "YNR008W-YNR009W"
"10144" "URK1" "YNR012W"
"10145" "NRM1-CSE2" "YNR009W-YNR010W"
"10146" "PHO91" "YNR013C"
"10147" "CSE2-PRP2" "YNR010W-YNR011C"
"10148" "PRP2-URK1" "YNR011C-YNR012W"
"10149" "YNR014W" "YNR014W"
"10150" "SMM1" "YNR015W"
"10151" "URK1-PHO91" "YNR012W-YNR013C"
"10152" "ACC1" "YNR016C"
"10153" "PHO91-YNR014W" "YNR013C-YNR014W"
"10154" "YNR014W-SMM1" "YNR014W-YNR015W"
"10155" "SMM1-ACC1" "YNR015W-YNR016C"
"10156" "TIM23" "YNR017W"
"10157" "RCF2" "YNR018W"
"10158" "ARE2" "YNR019W"
"10159" "ACC1-TIM23" "YNR016C-YNR017W"
"10160" "ATP23" "YNR020C"
"10161" "YNR021W" "YNR021W"
"10162" "TIM23-RCF2" "YNR017W-YNR018W"
"10163" "MRPL50" "YNR022C"
"10164" "RCF2-ARE2" "YNR018W-YNR019W"
"10165" "SNF12" "YNR023W"
"10166" "ARE2-ATP23" "YNR019W-YNR020C"
"10167" "MPP6" "YNR024W"
"10168" "YNR025C" "YNR025C"
"10169" "SEC12" "YNR026C"
"10170" "ATP23-YNR021W" "YNR020C-YNR021W"
"10171" "YNR021W-MRPL50" "YNR021W-YNR022C"
"10172" "BUD17" "YNR027W"
"10173" "MRPL50-SNF12" "YNR022C-YNR023W"
"10174" "CPR8" "YNR028W"
"10175" "YNR029C" "YNR029C"
"10176" "SNF12-MPP6" "YNR023W-YNR024W"
"10177" "YNR025C-SEC12" "YNR025C-YNR026C"
"10178" "ALG12" "YNR030W"
"10179" "SEC12-BUD17" "YNR026C-YNR027W"
"10180" "SSK2" "YNR031C"
"10181" "BUD17-CPR8" "YNR027W-YNR028W"
"10182" "YNR029C-ALG12" "YNR029C-YNR030W"
"10183" "ALG12-SSK2" "YNR030W-YNR031C"
"10184" "PPG1" "YNR032W"
"10185" "HUB1" "YNR032C-A"
"10186" "ABZ1" "YNR033W"
"10187" "SOL1" "YNR034W"
"10188" "SSK2-PPG1" "YNR031C-YNR032W"
"10189" "HUB1-ABZ1" "YNR032C-A-YNR033W"
"10190" "YNR034W-A" "YNR034W-A"
"10191" "ARC35" "YNR035C"
"10192" "MRPS12" "YNR036C"
"10193" "RSM19" "YNR037C"
"10194" "ABZ1-SOL1" "YNR033W-YNR034W"
"10195" "DBP6" "YNR038W"
"10196" "SOL1-YNR034W-A" "YNR034W-YNR034W-A"
"10197" "ZRG17" "YNR039C"
"10198" "YNR034W-A-ARC35" "YNR034W-A-YNR035C"
"10199" "ARC35-MRPS12" "YNR035C-YNR036C"
"10200" "YNR040W" "YNR040W"
"10201" "MRPS12-RSM19" "YNR036C-YNR037C"
"10202" "RSM19-DBP6" "YNR037C-YNR038W"
"10203" "COQ2" "YNR041C"
"10204" "YNR042W" "YNR042W"
"10205" "MVD1" "YNR043W"
"10206" "DBP6-ZRG17" "YNR038W-YNR039C"
"10207" "AGA1" "YNR044W"
"10208" "ZRG17-YNR040W" "YNR039C-YNR040W"
"10209" "PET494" "YNR045W"
"10210" "YNR042W-MVD1" "YNR042W-YNR043W"
"10211" "TRM112" "YNR046W"
"10212" "MVD1-AGA1" "YNR043W-YNR044W"
"10213" "FPK1" "YNR047W"
"10214" "AGA1-PET494" "YNR044W-YNR045W"
"10215" "YNR048W" "YNR048W"
"10216" "PET494-TRM112" "YNR045W-YNR046W"
"10217" "MSO1" "YNR049C"
"10218" "TRM112-FPK1" "YNR046W-YNR047W"
"10219" "LYS9" "YNR050C"
"10220" "SNR49" "snR49"
"10221" "FPK1-YNR048W" "YNR047W-YNR048W"
"10222" "BRE5" "YNR051C"
"10223" "YNR048W-MSO1" "YNR048W-YNR049C"
"10224" "MSO1-LYS9" "YNR049C-YNR050C"
"10225" "POP2" "YNR052C"
"10226" "LYS9-SNR49" "YNR050C-snR49"
"10227" "NOG2" "YNR053C"
"10228" "SNR49-BRE5" "snR49-YNR051C"
"10229" "SNR191" "snR191"
"10230" "ESF2" "YNR054C"
"10231" "BRE5-POP2" "YNR051C-YNR052C"
"10232" "POP2-NOG2" "YNR052C-YNR053C"
"10233" "tL(UAA)N" "tL(UAA)N"
"10234" "NOG2-ESF2" "YNR053C-YNR054C"
"10235" "HOL1" "YNR055C"
"10236" "ESF2-tL(UAA)N" "YNR054C-tL(UAA)N"
"10237" "tL(UAA)N-HOL1" "tL(UAA)N-YNR055C"
"10238" "BIO5" "YNR056C"
"10239" "BIO4" "YNR057C"
"10240" "BIO3" "YNR058W"
"10241" "HOL1-BIO5" "YNR055C-YNR056C"
"10242" "MNT4" "YNR059W"
"10243" "BIO4-BIO3" "YNR057C-YNR058W"
"10244" "FRE4" "YNR060W"
"10245" "BIO3-MNT4" "YNR058W-YNR059W"
"10246" "YNR061C" "YNR061C"
"10247" "MNT4-FRE4" "YNR059W-YNR060W"
"10248" "YNR062C" "YNR062C"
"10249" "YNR063W" "YNR063W"
"10250" "FRE4-YNR061C" "YNR060W-YNR061C"
"10251" "YNR061C-YNR062C" "YNR061C-YNR062C"
"10252" "YNR064C" "YNR064C"
"10253" "YNR065C" "YNR065C"
"10254" "YNR062C-YNR063W" "YNR062C-YNR063W"
"10255" "YNR066C" "YNR066C"
"10256" "YNR063W-YNR064C" "YNR063W-YNR064C"
"10257" "YNR064C-YNR065C" "YNR064C-YNR065C"
"10258" "DSE4" "YNR067C"
"10259" "YNR068C" "YNR068C"
"10260" "YNR066C-DSE4" "YNR066C-YNR067C"
"10261" "BSC5" "YNR069C"
"10262" "DSE4-YNR068C" "YNR067C-YNR068C"
"10263" "PDR18" "YNR070W"
"10264" "YNR068C-BSC5" "YNR068C-YNR069C"
"10265" "BSC5-PDR18" "YNR069C-YNR070W"
"10266" "YNR071C" "YNR071C"
"10267" "HXT17" "YNR072W"
"10268" "PDR18-YNR071C" "YNR070W-YNR071C"
"10269" "YNR073C" "YNR073C"
"10270" "YNR071C-HXT17" "YNR071C-YNR072W"
"10271" "AIF1" "YNR074C"
"10272" "HXT17-YNR073C" "YNR072W-YNR073C"
"10273" "COS10" "YNR075W"
"10274" "YNR073C-AIF1" "YNR073C-YNR074C"
"10275" "YNR075C-A" "YNR075C-A"
"10276" "PAU6" "YNR076W"
"10277" "YNR077C" "YNR077C"
"10278" "AIF1-COS10" "YNR074C-YNR075W"
"10279" "COS10-YNR075C-A" "YNR075W-YNR075C-A"
"10280" "YNR075C-A-PAU6" "YNR075C-A-YNR076W"
"10281" "PAU6-YNR077C" "YNR076W-YNR077C"
"10282" "YNR077C-CHR_END" "YNR077C-CHR_END"
"10283" "YOL166W-A" "YOL166W-A"
"10284" "YOL164W-A" "YOL164W-A"
"10285" "YOL166C" "YOL166C"
"10286" "AAD15" "YOL165C"
"10287" "CHR_START-YOL166W-A" "CHR_START-YOL166W-A"
"10288" "YOL166W-A-YOL166C" "YOL166W-A-YOL166C"
"10289" "BDS1" "YOL164W"
"10290" "YOL166C-AAD15" "YOL166C-YOL165C"
"10291" "AAD15-YOL164W-A" "YOL165C-YOL164W-A"
"10292" "YOL164W-A-BDS1" "YOL164W-A-YOL164W"
"10293" "YOL163W" "YOL163W"
"10294" "YOL162W" "YOL162W"
"10295" "PAU20" "YOL161C"
"10296" "BDS1-YOL163W" "YOL164W-YOL163W"
"10297" "YOL160W" "YOL160W"
"10298" "YOL159C-A" "YOL159C-A"
"10299" "YOL162W-PAU20" "YOL162W-YOL161C"
"10300" "PAU20-YOL160W" "YOL161C-YOL160W"
"10301" "YOL159C" "YOL159C"
"10302" "ENB1" "YOL158C"
"10303" "YOL160W-YOL159C-A" "YOL160W-YOL159C-A"
"10304" "YOL159C-A-YOL159C" "YOL159C-A-YOL159C"
"10305" "IMA2" "YOL157C"
"10306" "YOL159C-ENB1" "YOL159C-YOL158C"
"10307" "HXT11" "YOL156W"
"10308" "ENB1-IMA2" "YOL158C-YOL157C"
"10309" "YOL155W-A" "YOL155W-A"
"10310" "HPF1" "YOL155C"
"10311" "IMA2-HXT11" "YOL157C-YOL156W"
"10312" "YOL155W-A-HPF1" "YOL155W-A-YOL155C"
"10313" "ZPS1" "YOL154W"
"10314" "HPF1-ZPS1" "YOL155C-YOL154W"
"10315" "YOL153C" "YOL153C"
"10316" "ZPS1-YOL153C" "YOL154W-YOL153C"
"10317" "FRE7" "YOL152W"
"10318" "GRE2" "YOL151W"
"10319" "YOL153C-FRE7" "YOL153C-YOL152W"
"10320" "YOL150C" "YOL150C"
"10321" "DCP1" "YOL149W"
"10322" "SPT20" "YOL148C"
"10323" "FRE7-GRE2" "YOL152W-YOL151W"
"10324" "PEX11" "YOL147C"
"10325" "PSF3" "YOL146W"
"10326" "CTR9" "YOL145C"
"10327" "YOL150C-DCP1" "YOL150C-YOL149W"
"10328" "SPT20-PEX11" "YOL148C-YOL147C"
"10329" "NOP8" "YOL144W"
"10330" "RIB4" "YOL143C"
"10331" "RRP40" "YOL142W"
"10332" "PPM2" "YOL141W"
"10333" "CTR9-NOP8" "YOL145C-YOL144W"
"10334" "ARG8" "YOL140W"
"10335" "RIB4-RRP40" "YOL143C-YOL142W"
"10336" "CDC33" "YOL139C"
"10337" "RTC1" "YOL138C"
"10338" "RRP40-PPM2" "YOL142W-YOL141W"
"10339" "ARG8-CDC33" "YOL140W-YOL139C"
"10340" "BSC6" "YOL137W"
"10341" "PFK27" "YOL136C"
"10342" "MED7" "YOL135C"
"10343" "YOL134C" "YOL134C"
"10344" "HRT1" "YOL133W"
"10345" "RTC1-BSC6" "YOL138C-YOL137W"
"10346" "GAS4" "YOL132W"
"10347" "BSC6-PFK27" "YOL137W-YOL136C"
"10348" "YOL131W" "YOL131W"
"10349" "PFK27-MED7" "YOL136C-YOL135C"
"10350" "ALR1" "YOL130W"
"10351" "MED7-YOL134C" "YOL135C-YOL134C"
"10352" "VPS68" "YOL129W"
"10353" "GAS4-YOL131W" "YOL132W-YOL131W"
"10354" "YGK3" "YOL128C"
"10355" "YOL131W-ALR1" "YOL131W-YOL130W"
"10356" "RPL25" "YOL127W"
"10357" "MDH2" "YOL126C"
"10358" "ALR1-VPS68" "YOL130W-YOL129W"
"10359" "VPS68-YGK3" "YOL129W-YOL128C"
"10360" "TRM13" "YOL125W"
"10361" "YGK3-RPL25" "YOL128C-YOL127W"
"10362" "TRM11" "YOL124C"
"10363" "RPL25-MDH2" "YOL127W-YOL126C"
"10364" "HRP1" "YOL123W"
"10365" "MDH2-TRM13" "YOL126C-YOL125W"
"10366" "SMF1" "YOL122C"
"10367" "TRM11-HRP1" "YOL124C-YOL123W"
"10368" "RPS19A" "YOL121C"
"10369" "RPL18A" "YOL120C"
"10370" "MCH4" "YOL119C"
"10371" "SMF1-RPS19A" "YOL122C-YOL121C"
"10372" "YOL118C" "YOL118C"
"10373" "RRI2" "YOL117W"
"10374" "RPS19A-RPL18A" "YOL121C-YOL120C"
"10375" "RPL18A-MCH4" "YOL120C-YOL119C"
"10376" "MSN1" "YOL116W"
"10377" "PAP2" "YOL115W"
"10378" "YOL118C-RRI2" "YOL118C-YOL117W"
"10379" "YOL114C" "YOL114C"
"10380" "SKM1" "YOL113W"
"10381" "RRI2-MSN1" "YOL117W-YOL116W"
"10382" "MSN1-PAP2" "YOL116W-YOL115W"
"10383" "MSB4" "YOL112W"
"10384" "PAP2-YOL114C" "YOL115W-YOL114C"
"10385" "MDY2" "YOL111C"
"10386" "YOL114C-SKM1" "YOL114C-YOL113W"
"10387" "SHR5" "YOL110W"
"10388" "ZEO1" "YOL109W"
"10389" "SUF1" "tG(UCC)O"
"10390" "SKM1-MSB4" "YOL113W-YOL112W"
"10391" "YOL107W" "YOL107W"
