"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YCL024W",225.51720009816,0.349302075845321,0.117912716445033,2.96237832844902,0.00305272433795278,0.15139834674114
"YKR003W",567.453588917283,-0.283599225099217,0.0957896249448619,-2.96064657589443,0.00306994002194278,0.15139834674114
"YML075C",6509.58320945976,-0.232793487373265,0.0786322825918776,-2.96053325300913,0.0030710696669911,0.15139834674114
"YLR223C",4544.00899136153,-0.310647145321468,0.105344312673002,-2.94887438570835,0.00318933579531771,0.151626496332434
"YDR339C",4262.25701179672,-0.26843342771712,0.091040288738952,-2.94851248205971,0.00319307244804602,0.151626496332434
"YDL039C",1462.73232237425,-0.774142312976796,0.262566046720002,-2.94837174359537,0.00319452664890585,0.151626496332434
"YDL084W",15198.2470191337,-0.310824772822729,0.105430567049558,-2.94814664779924,0.0031968537389833,0.151626496332434
"YLR200W",4530.77849664984,-0.367129251056975,0.124872925563831,-2.94002282239564,0.00328188072591403,0.151626496332434
"YGL025C",277.825855436519,0.421915401803135,0.143530059819753,2.93956124823596,0.00328677302739602,0.151626496332434
"YMR319C",128.614481301493,0.537290026220567,0.182807115069459,2.93910894013299,0.00329157356016786,0.151626496332434
"YOR034C",210.351787380759,0.3464151708424,0.117953169269714,2.93688735103235,0.00331524505785015,0.151626496332434
"YDR126W",102.443415537038,-0.459120410897231,0.156345195076005,-2.93658152189478,0.00331851584499811,0.151626496332434
"YDR465C",1318.48994010702,0.30942934896849,0.105496040115398,2.93308970298806,0.00335606911788775,0.152105713246203
"YMR186W",45040.180433068,-0.289639377985016,0.0988859689771005,-2.92902401605722,0.00340028149226365,0.152876655892174
"YGR211W",3674.65725322323,-0.172763023639862,0.0592721388586901,-2.91474252433752,0.0035598209813051,0.157515696269985
"YBL001C",3533.51731448283,-0.212708835986961,0.0730649268936759,-2.91123039507717,0.00360008447508183,0.157515696269985
"YMR232W",61.7654823057861,0.484544632838732,0.166740630299767,2.90597817681039,0.00366106981884552,0.157515696269985
"YPL271W",10564.4612455765,-0.264577797871745,0.0910784584897126,-2.90494374036457,0.00367319118082448,0.157515696269985
"YJR113C",832.416096641297,0.253960423132366,0.0874400058906209,2.90439622625422,0.0036796216218071,0.157515696269985
"YHR049W",3204.63912083201,-0.271731154558356,0.093569546838316,-2.9040554725342,0.00368362887003731,0.157515696269985
"YDR375C",530.575192757786,0.307756011864499,0.106252425844825,2.89646103999507,0.0037739749996838,0.157515696269985
"YEL013W",924.830827011136,0.356528135334888,0.123199668171355,2.89390499687875,0.00380483262784119,0.157515696269985
"YJR099W",779.800237338291,-0.257727840257908,0.0892011246889226,-2.8892891334801,0.00386113871241737,0.157515696269985
"YHR129C",161.040920634342,0.430154081844688,0.148949382723493,2.88792121175298,0.00387796996073866,0.157515696269985
"YOR256C",435.029328422545,0.240026382855393,0.0831264427640439,2.88748531603491,0.00388334731602751,0.157515696269985
"YPL096W",356.535416735965,0.243265074944056,0.0842601511970767,2.88707142686086,0.00388845945930865,0.157515696269985
"YGL226C-A",3354.73492164289,-0.233747864319343,0.0810539701661023,-2.88385459515836,0.00392840094889553,0.157515696269985
"YDR320C-A",3142.52059969375,-0.355143161377301,0.123175195873372,-2.88323601890107,0.00393612402291077,0.157515696269985
"YNL169C",627.757897896952,0.35257561690655,0.122434557830782,2.87970670334635,0.00398045275613701,0.157515696269985
"YPR010C-A",3689.99660370823,-0.415830240569385,0.144566790368008,-2.87638841196412,0.00402254394391283,0.157515696269985
"YDL102W",331.195231883464,-0.268650365679218,0.0934491993086084,-2.87482790293389,0.00404247772023926,0.157515696269985
"YPR156C",618.440869873997,0.343860382509336,0.119656873517598,2.87372026696622,0.00405668090935682,0.157515696269985
"YFR052W",2047.00059449818,-0.305680126095742,0.106416810458572,-2.87247968416365,0.00407264263849326,0.157515696269985
"YPR149W",10133.6161242513,-0.306940372909747,0.106906838329944,-2.87110139729738,0.00409044293957394,0.157515696269985
"YER146W",3657.84576906941,-0.306052544812352,0.106602204516413,-2.8709776331617,0.00409204477854409,0.157515696269985
"YDL085C-A",2583.74509937669,-0.289630213017033,0.101283787891829,-2.8595910465588,0.00424187634157789,0.162172415235835
"YGL039W",520.827223941824,-0.339061180874401,0.11876550307267,-2.8548793387162,0.00430531824126124,0.163485733215461
"YLR332W",1035.66086836526,-0.298872483323594,0.105019657499874,-2.84587181522615,0.00442900196825727,0.167053631285946
"YJL088W",219.824017347682,-0.379247442293069,0.13376976719539,-2.8350758937864,0.00458148004263143,0.17001000012759
"YJL034W",11118.6415729893,-0.370001935875095,0.130538686452643,-2.83442361747162,0.00459084311940303,0.17001000012759
